,tweet_id,created_datetime,content,author_id,place_id,location,longitude,latitude,county,label,sentiment
2320,1.47E+18,12/2/21,"Alert!! Wild bear spotted on the loose, make sure you keep your small animals and kids indoors!! #WhenBearsAttack @ Ross Dress for Less https://t.co/T5TLI9tqjs",4880000000,771f8196d3598fe8,"Diamond Bar, CA",-117.81106,34.01982,SAN BERNARDINO,1,fear
2322,1.47E+18,12/4/21,the bear😭 https://t.co/828Q07zpne,226000000,0c2e6999105f8070,"Anaheim, CA",-117.82906,33.81007,ORANGE,1,neutral
2324,1.47E+18,12/10/21,"@EricRuckerfox40 @FOX40 @snow_d0c @UCB_CSSL Why haven’t you said anything about the wild animal that went right behind you during the video shoot??
Look Over your left shoulder… 
Too small for a bear

What was it?",120000000,c98b6d080d712840,"Rocklin, CA",-121.25572,38.77515,PLACER,1,fear
2325,1.47E+18,12/10/21,Little bear was just protec the neighbors nothing to be concern with https://t.co/YLMYbJ43YD,9.11E+17,0c2e6999105f8070,"Anaheim, CA",-117.82906,33.81007,ORANGE,1,neutral
2326,1.47E+18,12/10/21,Here’s a ferocious bear attack to lighten up y’all’s mornings. https://t.co/ZJnSVk4drG,40100000,e9b2c8beb5442ec5,"Bellflower, CA",-118.15085,33.905952,LOS ANGELES,1,joy
2327,1.47E+18,12/11/21,@BeverlyHallberg So is this bear. https://t.co/wIuDfU3Hrv,3140000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2328,1.47E+18,12/11/21,@plutokiller The bear is probably as curious as I am about what’s in that box.,950000000,6f24e28976abe656,"Pomona, CA",-117.82162,34.080475,LOS ANGELES,1,neutral
2329,1.47E+18,12/11/21,Mama bear brings cubs over to meet the man who treated her nicely over the years https://t.co/aW3NrmEn41,1.26E+18,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,neutral
2330,1.47E+18,12/11/21,That bear is not happy with the inflatable. https://t.co/nP2uBpLltD,20500000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,disgust
2331,1.47E+17,12/15/11,Watching little bear on nick Jr&lt;3,388000000,36ac79e68ace76e4,"Rancho Cucamonga, CA",-117.59108,34.09691,SAN BERNARDINO,1,neutral
2332,1.47E+18,12/19/21,There was a bear in my living room in Tahoe trying one of the couches. #BearCountry https://t.co/O4ezp0ipa6,727000000,7d62cffe6f98f349,"San Jose, CA",-121.90978,37.32701,SANTA CLARA,1,fear
2333,1.47E+18,12/25/21,"@david_abay @bears_deluxe Deluxe pickup, this was my first bear! Glad to see someone pick him up",1.39E+18,0562e9e53cddf6ec,"Santa Ana, CA",-117.93937,33.721928,ORANGE,1,joy
2334,1.48E+18,12/27/21,@jsreinecker That looks like a thick ass bear,1940000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,surprise
2337,1.48E+18,12/30/21,"The Bear 
.
.
.
.
.
.
.
.
.
#ibikekern @ Bakersfield, California https://t.co/kDqYjJTr4C",246000000,960993b9cfdffda9,"Bakersfield, CA",-119.019,35.3733,KERN,1,neutral
2338,1.48E+18,1/1/22,One more... there's a Christmas bear!! @ Four Seasons Hotel Los Angeles at Beverly Hills https://t.co/gKM44pkaoc,188000000,3b77caf94bfc81fe,"Los Angeles, CA",-118.3892,34.07297,LOS ANGELES,1,joy
2340,14800000000,5/26/10,Bear Wanders into L.A. Neighborhood http://bit.ly/bviVhR via http://outside.in/90010,17400000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
2341,14800000000,5/27/10,"Bear rescued from Porter Ranch pine tree likely scavenging for food, experts say http://bit.ly/9aLirw via http://outside.in/91311",17100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2342,14800000000,5/27/10,90-Pound Bear Spotted In Porter Ranch Tree http://bit.ly/9VWwi3 via http://outside.in/91311,17100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2343,14800000000,5/27/10,Bear cub rescued from tree in Porter Ranch http://bit.ly/cdrDEe via http://outside.in/91311,17100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2344,14800000000,5/27/10,Bear Wanders into L.A. Neighborhood http://bit.ly/aLK3pp via http://outside.in/91311,17100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2345,1.48E+18,1/9/22,“300”   A bear wolf,248000000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
2346,1.48E+18,1/11/22,@vishalfoto sir that bear is clearly brown,1.30E+18,2008b1cea656f14b,"Baldwin Park, CA",-117.92995,34.082493,LOS ANGELES,1,neutral
2347,1.48E+17,12/17/11,@toddbinder Great photo! Have a great time! Grizzly Bear feeding at 11:30a & Giant Anteater presents at 2p @ Puente al Sur.,10100000,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,joy
2348,1.48E+18,1/15/22,The bear @ Lincoln Crossings https://t.co/e9YAbctxgC,2390000000,0026c52b089aab9c,"Lincoln, CA",-121.3061,38.87693,PLACER,1,neutral
2349,1.48E+18,1/16/22,@itsJamieDrfc96 @AlexaBliss_WWE Lucky Polar bear 🐻‍❄️,1.43E+18,f227fd9a20f20e9d,"Gardena, CA",-118.25894,33.907658,LOS ANGELES,1,joy
2350,1.48E+17,12/18/11,Bear tracks.  RV door locked because that will help. (@ Yucaipa Regional Park) http://t.co/y4EuZZ3l,17500000,,,-117.04721,34.05126,SAN BERNARDINO,1,neutral
2351,1.48E+17,12/18/11,"Another bear showed up at my door , its for my sister again ! wtf o;",326000000,895f19a3c08d3d35,"Ontario, CA",-117.60498,34.076126,SAN BERNARDINO,1,anger
2352,14800000000,5/27/10,Photo of the Day: Bear Falls from Tree in L.A. Neighborhood http://bit.ly/cMAxm2 via http://outside.in/91311,17100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2353,1.48E+17,12/18/11,"A waving bear? :o 
http://t.co/GgqTgGBL!",53600000,d71cc91cb651e322,"South Gate, CA",-118.15085,33.905952,LOS ANGELES,1,surprise
2354,1.48E+17,12/18/11,A mutha fucken california bear ..,193000000,b71fac2ee9792cbe,"Sacramento, CA",-121.47023,38.61053,YOLO,1,disgust
2357,1.49E+18,1/31/22,@MysterySolvent She killed a polar bear. https://t.co/HsHwWNOkpU,3410000000,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,1,anger
2362,1.49E+18,2/10/22,This BEAR is a really cool cat I tell ya. #AEWDynamite,58500000,ab2f2fac83aa388d,"Oakland, CA",-122.2622,37.77075,SAN FRANCISCO,1,joy
2364,1.49E+18,2/15/22,"@rrrubenstein We're volunteering in Northern California. View out our front window. Sandhill cranes, magpies, owls, doves. In the hills, coyote, black bear, bobcat, cougar, wolf, black-tail deer. Good neighborhood. https://t.co/7fpyjGfe6J",16000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2369,1.50E+18,2/20/22,Ran into a bear this morning 🐻 https://t.co/FFfMKq1E6c,4880000000,07d9ec747f880000,UCLA,-118.471664,34.091045,LOS ANGELES,1,neutral
2370,1.50E+18,2/20/22,This bear just girled me https://t.co/sMbDOczJ6h,1.28E+18,3b0eea538598dc42,"Novato, CA",-122.50147,38.125935,SONOMA,1,joy
2371,1.50E+18,2/21/22,"Meanwhile, in California...
500-pound black bear nicknamed ‘Hank the Tank’ wreaks havoc in California https://t.co/2fytXQcaHp",75700000,01d4e349481265e8,"Carlsbad, CA",-117.31001,33.167263,SAN DIEGO,1,neutral
2375,1.50E+18,2/23/22,"A black bear known as Hank the Tank has broken into more than two dozen California homes since July, officials say. Paintballs, bean bags, sirens and Tasers cannot keep the 500-pound animal from seeking leftover pizza and other food. https://t.co/ElOI3gbir5",1.47E+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
2376,1.50E+18,2/24/22,It’s a bear https://t.co/wMxZPyTtLy,37700000,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,neutral
2377,1.50E+18,2/27/22,@S_johnson_voice Is it a Russian bear by any chance?,16300000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2381,1.50E+18,3/4/22,Good mornin' from the bear that got scared by some dude yelling at me 😂 https://t.co/e1AOXnbGZ1,1.16E+18,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,fear
2382,1.50E+18,3/4/22,"@USSportsCards1 Bear, and then Ewok.",1050000000,5dbf89e92e686841,"Cutten, CA",-124.13404,40.783417,HUMBOLDT,1,neutral
2383,1.50E+18,3/5/22,The bear getting it in 😂😂😂 https://t.co/Jy5U0S06yj,143000000,fedbd9fc207aae2a,"San Bernardino, CA",-117.27696,34.15894,SAN BERNARDINO,1,neutral
2384,1.50E+18,3/5/22,Is that a real ass bear?,702000000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
2385,1.50E+18,3/7/22,I found a fellow bear !!! 🤣🤣🤣 https://t.co/JMDi5i12XQ,964000000,0056a5ad3ac63b03,"South Lake Tahoe, CA",-119.98818,38.871613,EL DORADO,1,joy
2386,1.50E+18,3/8/22,Little Horny Bear 🥴 https://t.co/xsqrEu6w3l,109000000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,neutral
2387,1.50E+18,3/10/22,"@malerntogo @RepCawthorn 😂 the bear has a scratching tree just a short way off in the woods .
Maybe cawthorn need one.",1.35E+18,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2389,1.50E+18,3/14/22,"@GTJacketTrader1 @midtown_rob I only did a ~20 mile day hike of the AT and in that stretch I saw a bear, a snake, and a turtle. For some reason I never equated Georgia with bears, so I was a bit stunned when I came face to face with one. Have encountered them in PNW and Wyoming/Montana before.",436000000,b19a2cc5134b7e0a,"Mountain View, CA",-122.08174,37.414097,SANTA CLARA,1,surprise
2390,1.50E+18,3/15/22,"Absolutely beautiful all around. Snow, waterfalls, sunshine, mountains and A BEAR 🐻 🌲🍃❄ #YosemiteNationalPark #Bears #SnowFall https://t.co/PfU8yrVKdR",8.12E+17,07d9f5cede084001,Yosemite View Lodge,-119.76119,37.70191,MARIPOSA,1,joy
2391,1.50E+18,3/17/22,Look out! That’s a feisty bear! Love you &amp; your art Sam 💜🔥💜 https://t.co/81IMyVAvvy,1000000000,101f6a0f4879d8a6,"Belmont, CA",-122.25409,37.500957,SAN MATEO,1,joy
2392,1.50E+18,3/18/22,Sleeping bear @ Lincoln Crossings https://t.co/F7YsoHFeaO,2390000000,0026c52b089aab9c,"Lincoln, CA",-121.3061,38.87693,PLACER,1,neutral
2393,1.51E+18,3/23/22,A grizzly bear is ready for white water rapids https://t.co/oXL0Jm2nAA,2540000000,0c2e6999105f8070,"Anaheim, CA",-117.82906,33.81007,ORANGE,1,neutral
2398,1.51E+18,3/30/22,"We stopped by the #BridalveilFalls and saw a cinnamon black bear at the river's edge!! Freaking cool!!
#YosemiteNationalPark #wilderness #WaterFalls #Trees #BlueSkiesForDays @ Bridalveil Fall, Yosemite, Ca https://t.co/GfAe04fvkD",73800000,fbd6d2f5a4e4a15e,"California, USA",-119.64442,37.453236,MARIPOSA,1,fear
2399,1.51E+18,3/30/22,@Blizzjuuheardd That's a bald bear.,1700000000,d71cc91cb651e322,"South Gate, CA",-118.15085,33.905952,LOS ANGELES,1,neutral
2400,1.51E+18,3/30/22,"Looks like a Berenstain bear.  🤣🤣🤣 

#anonymouslyloudpodcast #anonymouslyloud @ Los Angeles, California https://t.co/B8hbSnVyXC",193000000,3b77caf94bfc81fe,"Los Angeles, CA",-118.2445,34.0564,LOS ANGELES,1,fear
2402,1.51E+18,4/2/22,@bay_photography Thank you brother! It was a wild day! Saw a bear like 10 minutes later just off the trail!,926000000,057f8a6fa3c286f9,"San Luis Obispo, CA",-120.648865,35.270668,SAN LUIS OBISPO,1,joy
2403,1.51E+18,4/4/22,Black bear spotted in video east of San Diego https://t.co/AjkBGQETbh,23000000,b0e7385b9c530ddc,"Poway, CA",-116.99641,32.978703,SAN DIEGO,1,neutral
2404,1.51E+18,4/4/22,A real bear keeping it real. Things are good until it isn’t. https://t.co/0lQxkDPy43,1.15E+18,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,neutral
2405,1.51E+18,4/5/22,Met a friendly bear today at @knotts! https://t.co/5u4h8JFmSH,1.04E+18,1363c8724bd51003,Knott’s Bear-y Tales: Return to the Fair,-118.04498,33.813995,ORANGE,1,neutral
2406,1.51E+18,4/8/22,YOOOOOO!!! You heard the bear! https://t.co/D2m4Q6OSur https://t.co/dpc057UBhr,1.26E+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,surprise
2408,1.51E+18,4/12/22,24 hours of time-lapse of today’s storm captured at 6380ft in @Northstar_CA village looking towards Village Run. Be careful out there tomorrow - lots of rocks with thin cover ☹️. Spot the bear just before 7pm. @TahoeWeather https://t.co/JCv2zUg3hj,21600000,0fc2e8f9e154d001,Northstar California Resort,-120.10423,39.32145,PLACER,1,neutral
2409,1.51E+18,4/13/22,@aminaahmad The bear on the left is so cool!,201000000,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,joy
2410,1.51E+17,12/27/11,Just picked up the bear ! http://t.co/6UFffqtv,57300000,fbd6d2f5a4e4a15e,"California, USA",-118.59576,34.422947,LOS ANGELES,1,neutral
2411,1.52E+18,4/17/22,@mark_dow Finally got the bear to hold still. https://t.co/HsiNDaFyB0,12300000,5b959ab0198ecc1c,"Del Mar, CA",-117.20992,32.98422,SAN DIEGO,1,neutral
2412,1.52E+18,4/18/22,"Just had a #Bear encounter. He's a Big Boy. @ Dunsmuir, California https://t.co/b5iY5GbOJJ",1.47E+18,fbd6d2f5a4e4a15e,"California, USA",-122.273,41.2215,SISKIYOU,1,fear
2413,1.52E+18,4/18/22,"More clips of our #Bear Encounter. @ Dunsmuir, California https://t.co/sGr768PJRP",1.47E+18,fbd6d2f5a4e4a15e,"California, USA",-122.273,41.2215,SISKIYOU,1,neutral
2414,1.52E+18,4/19/22,@UncleBobXXII @AAT__BENjamins @pelallt @tinydinosnft Thats a great looking bear!! 🤩,62400000,b0b79caecef59fb5,"Burbank, CA",-118.361435,34.17967,LOS ANGELES,1,joy
2417,1.52E+18,4/21/22,"@Lightroom A brown bear named Van in Hallo Bay, Katmai National Park. https://t.co/gMaBcf3AtU",7.28E+17,10de09f288b1665c,"Pasadena, CA",-118.1445,34.176346,LOS ANGELES,1,neutral
2418,1.52E+18,4/21/22,@TerrierWheaten Ah such a little bear!,229000000,5e4b6834e36e68fa,"Corona, CA",-117.61044,33.895874,SAN BERNARDINO,1,joy
2419,1.52E+18,4/21/22,@Northstar_CA might be closed to skiers but this bear was enjoying the snow just above the village. https://t.co/APed0GHrFr,21600000,0fc2e8f9e154d001,Northstar California Resort,-120.10423,39.32145,PLACER,1,neutral
2421,1.52E+18,4/24/22,SHASTA LAKE BEAR: Viewer Sarah just sent me these photos of a bear taking a stroll this Sunday on the roadway near the rec area entrance. #shastalake #bear #sundayvibes https://t.co/BP7OdAHfPu,23600000,7d51c8dfbb08a9de,"Redding, CA",-122.349525,40.559547,SHASTA,1,fear
2422,1.52E+17,12/28/11,This is the cutest polar bear cub ever http://t.co/wiHw9XPK,17900000,6040101bd06b2f86,"West Sacramento, CA",-121.59745,38.591183,YOLO,1,neutral
2423,1.52E+18,4/26/22,I never knew this Pokémon existed until the community day was announced but I'm happy to have  caught this Orange Bear like mon https://t.co/zV9PzjRgGA,1.41E+18,a75bc1fb166cd594,"Culver City, CA",-118.36518,33.99941,LOS ANGELES,1,joy
2425,1.52E+18,4/27/22,@HenryPomchi A pretty little bear!,229000000,fedbd9fc207aae2a,"San Bernardino, CA",-117.27696,34.15894,SAN BERNARDINO,1,joy
2426,1.52E+18,4/27/22,"@RexChapman The Bear took one look at those 357,s and said look a Salmon.",1840000000,9bd1489cb32c0017,"Coto de Caza, CA",-117.61859,33.625427,ORANGE,1,neutral
2427,1.52E+18,4/28/22,@dutchdigitaluk @BearsRare Thats a good looking Bear!!,62400000,b0b79caecef59fb5,"Burbank, CA",-118.361435,34.17967,LOS ANGELES,1,joy
2428,1.52E+18,4/28/22,"My girl and I were watching a movie but we’re interrupted by a big baby bear, shits wild.",2840000000,17fe6350a3570c69,"Big Bear Lake, CA",-116.94826,34.240795,SAN BERNARDINO,1,neutral
2429,1.52E+18,4/28/22,"@mollyringwurm17 Sat here stoned AF for an hour, my Hero hiding in a bush, just listening to how aggressive that bear was scratching at that post. 😂😂",547000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,anger
2430,1.52E+18,4/30/22,"Great to get back up to cabin with @abbey_vince &amp; @reyjamdoggyz  A bear broke in and we apparently hosted a community of animals over the winter, but all cleaned up and ready for summer fun👍. https://t.co/up1ZcRwkgA",41000000,fbd6d2f5a4e4a15e,"California, USA",-119.235,37.2317,FRESNO,1,joy
2431,1.52E+18,4/30/22,"Smoke seen Friday in south Reno due to prescribed fire from U.S. Forest Service: ... closer to establishing high-speed rail with Silicon Valley to Merced line Annual bear sightings picking up in south Eugene, Lane County cities ... https://t.co/tFp4fpRb4g",197000000,3ad0f706b3fa62a8,"Palo Alto, CA",-122.13942,37.43917,SANTA CLARA,1,fear
2432,1.52E+18,4/30/22,"There's Bear chilling in the shade..panting from all his exploring!! Lol @ El Cajon, California https://t.co/vbWJW7Tt8S",261000000,b82fa51f6957a1eb,"El Cajon, CA",-116.954,32.7949,SAN DIEGO,1,joy
2433,1.52E+18,5/2/22,"This morning, Vacaville Police report a black bear was seen near N. Orchard Ave and Elder St. near Jepson Middle School in Vacaville.

Police say to call 911 if anyone sees the bear exhibiting aggressive behavior. https://t.co/Ls0swD3j1l",19600000,50df1c2f85d2654d,"Vacaville, CA",-121.93749,38.40626,SOLANO,1,fear
2434,1.52E+18,5/2/22,🐻 sighting in North Orchard area of Vacaville this morning. Vacaville PD plan to observe bear and not take action unless it poses a threat. https://t.co/8NauN1IzYc,266000000,d70cebab5f549266,"Pleasant Hill, CA",-122.03979,37.954693,CONTRA COSTA,1,fear
2435,1.52E+18,5/2/22,Heading to see this bear - in action. Hoping he leaves on his own… https://t.co/QuJiFCHPtD,576000000,244a59e8daf055d4,"Corte Madera, CA",-122.49546,37.946087,MARIN,1,neutral
2436,1.52E+18,5/2/22,Ima just pretend I didn’t see a bear and hop back inside the truck 😅,3120000000,c436738375825d2b,"Lakeport, CA",-122.878654,39.017544,LAKE,1,neutral
2437,1.52E+18,5/3/22,Yes. A bear right next to us in vacaville. Theyve been seen at times. https://t.co/X4t084XdPH,1430000000,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,1,neutral
2439,1.52E+18,5/3/22,Bear spotted in #Vacaville today 🐻,1.08E+18,b71fac2ee9792cbe,"Sacramento, CA",-121.48253,38.592644,YOLO,1,neutral
2441,1.52E+18,5/3/22,@GURNEY2 Oh I took it all right. Not much you can do in that situation. Just be calm. Fortunately he was a brown bear and not a grizzly. They’ve only just recently woken up,37000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2443,1.52E+18,5/5/22,"The #Russians found me!!🤪

First #Bear sighting this spring❣️😎
First time I've ever been able to capture it on camera.
#wildlife #nature
https://t.co/bBo2MkwSDY",1.37E+18,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,fear
2444,1.52E+18,5/6/22,not these ladies telling us they seen a mama bear &amp; her cubs &amp; we ran into a park ranger who told us to just make noise &amp; we might get some cool pics lmao,933000000,0024bea413aa7102,"North Auburn, CA",-121.02779,38.95724,PLACER,1,neutral
2445,1.52E+18,5/7/22,@WestwoodCal &lt;pets the bear then pats my lap to cuddle&gt;,13100000,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1,joy
2446,1.52E+18,5/7/22,"Came across a bear today in Buttonwillow, California  today https://t.co/UU62TQBxYL",1.43E+18,960993b9cfdffda9,"Bakersfield, CA",-118.99743,35.358192,KERN,1,neutral
2447,1.52E+18,5/8/22,A friendly grizzly bear visit while hiking off-trail - Yellowstone https://t.co/4tvMBKpmEs,23000000,0509a6acb3d27ec4,"Thousand Oaks, CA",-118.903854,34.18617,VENTURA,1,neutral
2448,15200000000,6/2/10,@Ambonee why does the bear look like it's holding its dong?,27400000,ad5f36a1f04723c0,"Bloomington, CA",-117.38837,34.071365,SAN BERNARDINO,1,surprise
2450,1.52E+18,5/8/22,That’s a #Thirsty Bear 🐻 Right There https://t.co/VxAbA78dIr,1600000000,b71fac2ee9792cbe,"Sacramento, CA",-121.48253,38.592644,YOLO,1,fear
2451,1.52E+18,5/9/22,@chef___DU And yes that’s a baby bear 🐻,2430000000,b71fac2ee9792cbe,"Sacramento, CA",-121.48253,38.592644,YOLO,1,neutral
2452,1.52E+18,5/10/22,@82fullback Beautiful bear. 😘♥️,1.08E+18,7a615ec218d177f6,"La Habra, CA",-117.93467,33.90223,ORANGE,1,joy
2453,1.52E+17,12/29/11,All I remember from last night was hearing and seeing a 600lb bear eating all our food from our ice chest... http://t.co/0kDEd6VR,424000000,21df9e4fdd7d3097,"Yosemite, CA",-119.64169,37.54053,MARIPOSA,1,disgust
2454,1.52E+18,5/13/22,@hikingwithshawn &lt; 10 ft from a pissed off brown bear mama w/ cubs 😳🐻,9.77E+17,3d533362cdab8107,"Irvine, CA",-117.831535,33.719917,ORANGE,1,anger
2455,1.52E+17,12/29/11,Should I be scared? My dad thought it would be a good idea to leave the ice chest outside again when a 600lb bear took it last night...,424000000,21df9e4fdd7d3097,"Yosemite, CA",-119.64171,37.540527,MARIPOSA,1,fear
2456,1.53E+18,5/14/22,@Sunshine10zeros @TustinKid A bear ? 🤭,1.49E+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,fear
2457,1.53E+18,5/15/22,"Trees, trees and yeah, one more bear pic…because…did I mention there was a mama bear and her cub on our route? #sequoianationalpark #sequoias #bearsofinstagram @ Sequoia National Park https://t.co/kI10EMkLrA",1120000000,fbd6d2f5a4e4a15e,"California, USA",-118.683334,36.433334,TULARE,1,fear
2458,1.53E+18,5/15/22,"#Exclusive video captures this black bear, who paid a visit last Friday, to a Woodcreek neighborhood in Fairfield. Hear from the homeowner, who says he was shocked to find this on his surveillance. @FOX40 5 &amp; 10. See you then! 😘🐻🤎 https://t.co/H40qI5a1Xy",478000000,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,1,surprise
2459,1.53E+18,5/16/22,@tempest_books That had to be a real bear trying to land a Seafire or any of those planes with a narrow track on a carrier of any sort. I can imagine it would even tougher at night:(,2660000000,01d4e349481265e8,"Carlsbad, CA",-117.31001,33.167263,SAN DIEGO,1,fear
2460,1.53E+18,5/17/22,"“Fish and Wildlife officials said the bear is an adult male that likely came from the Panoche Hills, searching for food.” 
This bear had to cross I-5, the San Luis Canal, and maybe our farm, too! https://t.co/OokWXH8JYF",1360000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2462,1.53E+18,5/21/22,"@lifestyle_a2z Eaten by a bear!,😨 https://t.co/ftn4e92gYW",8.61E+17,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,1,joy
2464,1.53E+18,5/22/22,@AdamParkhomenko Not exactly a pet - but a bear we saw from our train outside of Banff a week ago https://t.co/4Jrk33COD2,103000000,1f6b47c3f3352385,"Encinitas, CA",-117.20689,33.07444,SAN DIEGO,1,fear
2465,1.53E+18,5/22/22,"@Lorena77618091 Julia, Thank You 😊 for sharing the cute Bear 🐻 waving! 👋 The town of Mammoth 🦣 Lakes is 26 square miles with one Black Bear 🐻 per square mile.",281000000,59aa59a4f640381b,"Mammoth Lakes, CA",-118.967445,37.607735,MONO,1,joy
2467,1.53E+18,5/22/22,@avinashkunnath Ugh a fellow Bear!,15900000,30344aecffe6a491,"Fremont, CA",-122.0276,37.50502,SANTA CLARA,1,disgust
2468,1.53E+18,5/22/22,Just seen a big ass bear,8.88E+17,007427031fa9a344,"Big Bear City, CA",-116.839745,34.237843,SAN BERNARDINO,1,disgust
2471,1.53E+18,5/23/22,"Look, a bear.",1.11E+18,fcd177d5a0545c9c,"Lynwood, CA",-118.15085,33.905952,LOS ANGELES,1,disgust
2475,1.53E+18,5/30/22,@chrislatray We also saw a bear today while we foraged for wild mushrooms. Blessed communion.,7.15E+17,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,neutral
2478,1.53E+18,5/31/22,That bear running for his life😂😂😂 https://t.co/3wBnlxiboi,2360000000,4b58830723ec6371,"Santa Clara, CA",-122.02397,37.370113,SANTA CLARA,1,anger
2479,1.53E+18,6/1/22,@WriteGrlProbs @MontanaDOOF I remember driving through cades cove senic drive in the Smokies.  I saw a group of tourists gathered around a tree. Up the tree was a fair size Black Bear!!. Yes people are stupid,15800000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,fear
2480,1.53E+17,12/31/11,It's a polar bear.  @ Polar Bear Plunge http://t.co/yBWKh1nh,21200000,a592bd6ceb1319f7,"San Diego, CA",-117.1546,32.734585,SAN DIEGO,1,neutral
2482,1.53E+17,12/31/11,@waywardmutt a bear approaches http://t.co/YjA67wAp,15200000,5a110d312052166f,"San Francisco, CA",-122.4999,37.733383,SAN FRANCISCO,1,neutral
2483,1.53E+18,6/6/22,"Just accidentally snuck up on a fucking big black bear. Spooked it and it ran off, but JESUS",403000000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,disgust
2484,1.53E+18,6/6/22,"Someone called 911 this morning to report they hit a large object on the 210. 

A bear. They hit a 300lb bear on the freeway. 

My question is how do you not know you hit a goddamn bear?",32300000,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1,anger
2486,1.53E+18,6/8/22,@ABC7 Protected by a bear and his tiger friend.,16200000,a2c84129f9dcf69f,"San Marcos, CA",-117.203735,33.16465,SAN DIEGO,1,neutral
2487,1.53E+18,6/9/22,"We were stuck in Yosemite with a flat tire, no spare, no signal, and then a bear crossed the road.

I pictured us going missing, search parties and news reports, and then they’d have iJustine on the news going “it’s so unfortunate. I was the last person to speak to them!” 😅",14100000,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,sadness
2488,1.54E+18,6/11/22,Nothing like seeing your local bear at 2 in the morning 😂🐻,8.52E+17,ba3324dacc8689fd,"Lake Arrowhead, CA",-117.165306,34.24639,SAN BERNARDINO,1,neutral
2489,1.54E+18,6/11/22,"@RoRogirll_ @NinjaTVFILM Yeah, this my first time experiencing a bear like this.",397000000,b3217239a57c9722,"Cherry Valley, CA",-116.9587,33.97051,SAN BERNARDINO,1,neutral
2490,1.54E+18,6/13/22,@Pantergalactic That bear incident was quite hilarious.,1.33E+18,4b58830723ec6371,"Santa Clara, CA",-122.02397,37.370113,SANTA CLARA,1,joy
2492,1.54E+18,6/16/22,@Hydrangea1960 Brrr! Gives me a chill just thinking about a bear in my yard. 🙂 stay safe!,9.94E+17,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1,joy
